De;Vers;Km;Minutes
DRIVE BOULOGNE;DRIVE CAMBRAI;147;150
DRIVE BOULOGNE;DRIVE DIEPPE;146;150
DRIVE BOULOGNE;DRIVE DOUAI;131;135
DRIVE BOULOGNE;DRIVE DUNKERQUE;71;75
DRIVE BOULOGNE;DRIVE ENGLOS;106;120
DRIVE BOULOGNE;DRIVE LEERS;129;135
DRIVE BOULOGNE;DRIVE NOYELLES;116;120
DRIVE BOULOGNE;DRIVE PETITE FORET;157;165
DRIVE BOULOGNE;DRIVE ST OMER;48;60
DRIVE BOULOGNE;DRIVE VALENCIENNES;163;165
DRIVE BOULOGNE;DUNKERQUE;72;75
DRIVE BOULOGNE;DURY;126;135
DRIVE BOULOGNE;ENT AMIENS BINAT;125;135
DRIVE BOULOGNE;ENT AMIENS SAINT SAUVEUR FLEG;122;135
DRIVE BOULOGNE;ENT AMIENS SAINT SAUVEUR PF;122;135
DRIVE BOULOGNE;ENT AMIENS SUPER POULAINVILLE PGC;125;135
DRIVE BOULOGNE;ENT CARVIN FL;115;120
DRIVE BOULOGNE;ENT CARVIN PF;115;120
DRIVE BOULOGNE;ENT IENA;120;120
DRIVE BOULOGNE;ENT SAINGHIN1;124;135
DRIVE BOULOGNE;ENT SOCOPAL DIEPPE;152;165
DRIVE BOULOGNE;FACHES;119;120
DRIVE BOULOGNE;LEERS;129;135
DRIVE BOULOGNE;MERS LES BAINS;110;120
DRIVE BOULOGNE;NOYELLES GODAULT;117;120
DRIVE BOULOGNE;PETITE FORET;157;165
DRIVE BOULOGNE;SOCOPAL;152;165
DRIVE BOULOGNE;ST OMER;49;60
DRIVE BOULOGNE;VALENCIENNES;163;165
DRIVE BOULOGNE;VILLENEUVE 2;118;120
DRIVE CALAIS;1267 CALAIS DELAROCHE SUPER;5;15
DRIVE CALAIS;914 MARQUETTE LES PARTISANS DU GOUT;116;120
DRIVE CALAIS;ARRAS;115;120
DRIVE CALAIS;BETHUNE;83;90
DRIVE CALAIS;BOULOGNE;37;45
DRIVE CALAIS;CALAIS;1;15
DRIVE CALAIS;CAMBRAI;148;150
DRIVE CALAIS;CHRONO AVELIN 4361;125;135
DRIVE CALAIS;CHRONO BONDUES 4703;119;120
DRIVE CALAIS;CHRONO COUDEKERQUE 4242;49;60
DRIVE CALAIS;CHRONO HALLENNES 4167;106;120
DRIVE CALAIS;CHRONO WASQUEHAL 4303;122;135
DRIVE CALAIS;DOUAI;132;135
DRIVE CALAIS;DRIVE BETHUNE;83;90
DRIVE CALAIS;DRIVE BOULOGNE;36;45
DRIVE CALAIS;DRIVE CALAIS;0;0
DRIVE CALAIS;DRIVE CAMBRAI;148;150
DRIVE CALAIS;DRIVE DOUAI;132;135
DRIVE CALAIS;DRIVE DUNKERQUE;39;45
DRIVE CALAIS;DRIVE ENGLOS;106;120
DRIVE CALAIS;DRIVE LEERS;131;135
DRIVE CALAIS;DRIVE RONCQ;126;135
DRIVE CALAIS;DRIVE ST OMER;45;45
DRIVE CALAIS;DUNKERQUE;41;45
DRIVE CALAIS;DURY;164;165
DRIVE CALAIS;ENGLOS;107;120
DRIVE CALAIS;ENT AMIENS BINAT;155;165
DRIVE CALAIS;ENT AMIENS SAINT SAUVEUR FLEG;149;150
DRIVE CALAIS;ENT AMIENS SAINT SAUVEUR PF;149;150
DRIVE CALAIS;ENT AMIENS SUPER POULAINVILLE PGC;151;165
DRIVE CALAIS;ENT CARVIN FL;116;120
DRIVE CALAIS;ENT CARVIN PF;116;120
DRIVE CALAIS;ENT IENA;120;120
DRIVE CALAIS;ENT IENA1;121;135
DRIVE CALAIS;ENT IENA2;121;135
DRIVE CALAIS;ENT SAINGHIN1;123;135
DRIVE CALAIS;ENT SOCOPAL DIEPPE;179;180
DRIVE CALAIS;FACHES;120;120
DRIVE CALAIS;LEERS;131;135
DRIVE CALAIS;LOUVROIL;197;210
DRIVE CALAIS;NOYELLES GODAULT;118;120
DRIVE CALAIS;RONCQ;126;135
DRIVE CALAIS;SOCOPAL;179;180
DRIVE CALAIS;ST OMER;46;60
DRIVE CALAIS;VILLENEUVE 2;120;120
DRIVE CAMBRAI;1186 ST QUENTIN SCHUMANN SUPER;54;60
DRIVE CAMBRAI;1297 HARNES SUPER;58;60
DRIVE CAMBRAI;914 MARQUETTE LES PARTISANS DU GOUT;79;90
DRIVE CAMBRAI;ARRAS;52;60
DRIVE CAMBRAI;AUCHAN CITY TOURCOING;84;90
DRIVE CAMBRAI;BEAUVAIS;154;165
DRIVE CAMBRAI;BETHUNE;68;75
DRIVE CAMBRAI;BOULOGNE;147;150
DRIVE CAMBRAI;CAMBRAI;0;0
DRIVE CAMBRAI;CHRONO AVELIN 4361;68;75
DRIVE CAMBRAI;CHRONO BONDUES 4703;83;90
DRIVE CAMBRAI;CHRONO COMPIEGNE 4345;109;120
DRIVE CAMBRAI;CHRONO CROIX 4154;78;90
DRIVE CAMBRAI;CHRONO ELEU DIT LEAUWETTE 4462;63;75
DRIVE CAMBRAI;CHRONO HALLENNES 4167;83;90
DRIVE CAMBRAI;CHRONO LAMBERSART 4424;79;90
DRIVE CAMBRAI;CHRONO MARCQ 4128;79;90
DRIVE CAMBRAI;CHRONO VALENCIENNES 4370;29;30
DRIVE CAMBRAI;CHRONO WASQUEHAL 4303;79;90
DRIVE CAMBRAI;DOUAI;25;30
DRIVE CAMBRAI;DRIVE ARRAS;55;60
DRIVE CAMBRAI;DRIVE BETHUNE;68;75
DRIVE CAMBRAI;DRIVE CALAIS;147;150
DRIVE CAMBRAI;DRIVE CAMBRAI;0;0
DRIVE CAMBRAI;DRIVE DIEPPE;208;210
DRIVE CAMBRAI;DRIVE DOUAI;25;30
DRIVE CAMBRAI;DRIVE ENGLOS;82;90
DRIVE CAMBRAI;DRIVE FACHES;72;75
DRIVE CAMBRAI;DRIVE LEERS;82;90
DRIVE CAMBRAI;DRIVE LOUVROIL;61;75
DRIVE CAMBRAI;DRIVE NOYELLES;55;60
DRIVE CAMBRAI;DRIVE PETITE FORET;31;45
DRIVE CAMBRAI;DRIVE RONCQ;86;90
DRIVE CAMBRAI;DRIVE ST QUENTIN;49;60
DRIVE CAMBRAI;DRIVE VALENCIENNES;28;30
DRIVE CAMBRAI;DUNKERQUE;149;150
DRIVE CAMBRAI;DURY;98;105
DRIVE CAMBRAI;ENGLOS;82;90
DRIVE CAMBRAI;ENT AMIENS BINAT;101;105
DRIVE CAMBRAI;ENT AMIENS SAINT SAUVEUR FLEG;107;120
DRIVE CAMBRAI;ENT AMIENS SAINT SAUVEUR PF;107;120
DRIVE CAMBRAI;ENT AMIENS SUPER POULAINVILLE PGC;102;105
DRIVE CAMBRAI;ENT CARVIN FL;61;75
DRIVE CAMBRAI;ENT CARVIN PF;61;75
DRIVE CAMBRAI;ENT SAINGHIN1;68;75
DRIVE CAMBRAI;ENT SOCOPAL DIEPPE;185;195
DRIVE CAMBRAI;FACHES;73;75
DRIVE CAMBRAI;HIRSON;75;75
DRIVE CAMBRAI;LEERS;82;90
DRIVE CAMBRAI;LOUVROIL;62;75
DRIVE CAMBRAI;MERU;180;180
DRIVE CAMBRAI;NOGENT SUR OISE;138;150
DRIVE CAMBRAI;NOYELLES GODAULT;55;60
DRIVE CAMBRAI;PETITE FORET;31;45
DRIVE CAMBRAI;RONCQ;86;90
DRIVE CAMBRAI;SOCOPAL;185;195
DRIVE CAMBRAI;ST OMER;111;120
DRIVE CAMBRAI;ST QUENTIN;50;60
DRIVE CAMBRAI;VALENCIENNES;28;30
DRIVE CAMBRAI;VILLENEUVE 2;70;75
DRIVE CAMBRAI;VIRY NOUREUIL;78;90
DRIVE CERGY;BEAUVAIS;61;75
DRIVE CERGY;CERGY;1;15
DRIVE CERGY;CERGY CHRONODRIVE 469;6;15
DRIVE CERGY;CHERBOURG;340;345
DRIVE CERGY;CORMEILLES EN PARISIS CHRONODRIVE 413;16;30
DRIVE CERGY;DRIVE CERGY;0;0
DRIVE CERGY;DRIVE CHERBOURG;340;345
DRIVE CERGY;DRIVE NOGENT SUR OISE;57;60
DRIVE CERGY;DRIVE NOYON;118;120
DRIVE CERGY;DRIVE OSNY;6;15
DRIVE CERGY;DRIVE ROISSY;42;45
DRIVE CERGY;DRIVE TAVERNY;16;30
DRIVE CERGY;DURY;115;120
DRIVE CERGY;ENT AMIENS SAINT SAUVEUR FLEG;126;135
DRIVE CERGY;ENT AMIENS SAINT SAUVEUR PF;126;135
DRIVE CERGY;ENT AMIENS SUPER POULAINVILLE PGC;128;135
DRIVE CERGY;ENT SERRIS 1;69;75
DRIVE CERGY;ENT SERRIS 2;69;75
DRIVE CERGY;ENT V DHL;68;75
DRIVE CERGY;ENT V GEODIS;68;75
DRIVE CERGY;FRANQUEVILLE CHRONODRIVE 4475;82;90
DRIVE CERGY;HERBLAY CHRONODRIVE 444;10;15
DRIVE CERGY;HOUILLES SUPER 1073;28;30
DRIVE CERGY;LA QUEUE LES YVELINES SUPER 1096;55;60
DRIVE CERGY;LE CHESNAY PARLY 2 SUPER 1144;30;30
DRIVE CERGY;LES MUREAUX HALLES AUCHAN;22;30
DRIVE CERGY;MERU;25;30
DRIVE CERGY;NOGENT SUR OISE;55;60
DRIVE CERGY;NOYON;118;120
DRIVE CERGY;OSNY;6;15
DRIVE CERGY;ROISSY;42;45
DRIVE CERGY;SOISY;22;30
DRIVE CERGY;TAVERNY;16;30
DRIVE CERGY;VAL DE REUIL SUPER 1209;95;105
DRIVE CERGY;VERNEUIL 1 VERGER SUPER 4981;20;30
DRIVE CHERBOURG;CHERBOURG;0;0
DRIVE CHERBOURG;DIEPPE;288;300
DRIVE CHERBOURG;DRIVE CHERBOURG;0;0
DRIVE CHERBOURG;DRIVE RONCQ;490;495
DRIVE CHERBOURG;DRIVE VILLENEUVE D'ASCQ;476;480
DRIVE CHERBOURG;ENT AMIENS BINAT;368;375
DRIVE CHERBOURG;ENT AMIENS SAINT SAUVEUR FLEG;370;375
DRIVE CHERBOURG;ENT AMIENS SAINT SAUVEUR PF;370;375
DRIVE CHERBOURG;ENT AMIENS SUPER POULAINVILLE PGC;373;375
DRIVE CHERBOURG;ENT IENA;471;480
DRIVE CHERBOURG;ENT SAINGHIN1;475;480
DRIVE CHERBOURG;ENT SOCOPAL DIEPPE;282;285
DRIVE CHERBOURG;FACHES;470;480
DRIVE CHERBOURG;LE HAVRE;212;225
DRIVE CHERBOURG;MERS LES BAINS;322;330
DRIVE CHERBOURG;MONTIVILLIERS;205;210
DRIVE CHERBOURG;RONCQ;490;495
DRIVE CHERBOURG;SOCOPAL;282;285
DRIVE CHERBOURG;SOISY;354;360
DRIVE DIEPPE;4313 CANTELEU SUPER;61;75
DRIVE DIEPPE;4977 RUE SUPER;76;90
DRIVE DIEPPE;DIEPPE;3;15
DRIVE DIEPPE;DRIVE BOULOGNE;143;150
DRIVE DIEPPE;DRIVE DIEPPE;0;0
DRIVE DIEPPE;DRIVE LE HAVRE;117;120
DRIVE DIEPPE;DRIVE MONTIVILLIERS;113;120
DRIVE DIEPPE;DRIVE RONCQ;265;270
DRIVE DIEPPE;DRIVE VALENCIENNES;236;240
DRIVE DIEPPE;DURY;115;120
DRIVE DIEPPE;ENT AMIENS BINAT;120;120
DRIVE DIEPPE;ENT AMIENS SAINT SAUVEUR FLEG;117;120
DRIVE DIEPPE;ENT AMIENS SAINT SAUVEUR PF;117;120
DRIVE DIEPPE;ENT AMIENS SUPER POULAINVILLE PGC;119;120
DRIVE DIEPPE;ENT CARVIN FL;179;180
DRIVE DIEPPE;ENT CARVIN PF;179;180
DRIVE DIEPPE;FRANQUEVILLE CHRONODRIVE 4475;73;75
DRIVE DIEPPE;LE HAVRE;119;120
DRIVE DIEPPE;MERS LES BAINS;35;45
DRIVE DIEPPE;MONTIVILLIERS;113;120
DRIVE DIEPPE;RONCQ;265;270
DRIVE DIEPPE;VAL DE REUIL SUPER 1209;97;105
DRIVE DIEPPE;VALENCIENNES;236;240
DRIVE DOUAI;1297 HARNES SUPER;25;30
DRIVE DOUAI;4926 BILLY BERCLAU SUPER;36;45
DRIVE DOUAI;914 MARQUETTE LES PARTISANS DU GOUT;48;60
DRIVE DOUAI;ARRAS;31;45
DRIVE DOUAI;AUCHAN CITY TOURCOING;55;60
DRIVE DOUAI;BETHUNE;51;60
DRIVE DOUAI;BOULOGNE;129;135
DRIVE DOUAI;CALAIS;133;135
DRIVE DOUAI;CAMBRAI;26;30
DRIVE DOUAI;CHRONO AVELIN 4361;27;30
DRIVE DOUAI;CHRONO BONDUES 4703;55;60
DRIVE DOUAI;CHRONO COUDEKERQUE 4242;109;120
DRIVE DOUAI;CHRONO CROIX 4154;52;60
DRIVE DOUAI;CHRONO ELEU DIT LEAUWETTE 4462;30;30
DRIVE DOUAI;CHRONO HALLENNES 4167;43;45
DRIVE DOUAI;CHRONO LAMBERSART 4424;47;60
DRIVE DOUAI;CHRONO MARCQ 4128;51;60
DRIVE DOUAI;CHRONO VALENCIENNES 4370;42;45
DRIVE DOUAI;CHRONO WASQUEHAL 4303;51;60
DRIVE DOUAI;DIEPPE;224;225
DRIVE DOUAI;DIEPPE;172;180
DRIVE DOUAI;DOUAI;0;0
DRIVE DOUAI;DRIVE ARRAS;32;45
DRIVE DOUAI;DRIVE BETHUNE;51;60
DRIVE DOUAI;DRIVE BOULOGNE;132;135
DRIVE DOUAI;DRIVE CALAIS;130;135
DRIVE DOUAI;DRIVE CAMBRAI;26;30
DRIVE DOUAI;DRIVE CERGY;200;210
DRIVE DOUAI;DRIVE DOUAI;0;0
DRIVE DOUAI;DRIVE DURY;115;120
DRIVE DOUAI;DRIVE ENGLOS;52;60
DRIVE DOUAI;DRIVE FACHES;36;45
DRIVE DOUAI;DRIVE LEERS;52;60
DRIVE DOUAI;DRIVE LOUVROIL;75;75
DRIVE DOUAI;DRIVE NOYELLES;21;30
DRIVE DOUAI;DRIVE NOYON;107;120
DRIVE DOUAI;DRIVE PETITE FORET;44;45
DRIVE DOUAI;DRIVE RONCQ;56;60
DRIVE DOUAI;DRIVE ST QUENTIN;66;75
DRIVE DOUAI;DRIVE VALENCIENNES;42;45
DRIVE DOUAI;DRIVE VILLENEUVE D'ASCQ;40;45
DRIVE DOUAI;DUNKERQUE;118;120
DRIVE DOUAI;DURY;87;90
DRIVE DOUAI;ENGLOS;52;60
DRIVE DOUAI;ENT AMIENS BINAT;83;90
DRIVE DOUAI;ENT AMIENS SAINT SAUVEUR FLEG;123;135
DRIVE DOUAI;ENT AMIENS SAINT SAUVEUR PF;123;135
DRIVE DOUAI;ENT AMIENS SUPER POULAINVILLE PGC;119;120
DRIVE DOUAI;ENT CARVIN FL;27;30
DRIVE DOUAI;ENT CARVIN PF;27;30
DRIVE DOUAI;ENT IENA;37;45
DRIVE DOUAI;ENT IENA1;38;45
DRIVE DOUAI;ENT IENA2;38;45
DRIVE DOUAI;ENT SAINGHIN1;41;45
DRIVE DOUAI;ENT SERRIS 1;215;225
DRIVE DOUAI;ENT SOCOPAL DIEPPE;201;210
DRIVE DOUAI;ENT V DHL;231;240
DRIVE DOUAI;ENT V GEODIS;231;240
DRIVE DOUAI;FACHES;36;45
DRIVE DOUAI;HIRSON;96;105
DRIVE DOUAI;LE HAVRE;270;270
DRIVE DOUAI;LEERS;52;60
DRIVE DOUAI;LOUVROIL;75;75
DRIVE DOUAI;MERS LES BAINS;138;150
DRIVE DOUAI;MONTIVILLIERS;260;270
DRIVE DOUAI;NOGENT SUR OISE;154;165
DRIVE DOUAI;NOYELLES GODAULT;15;15
DRIVE DOUAI;NOYON;107;120
DRIVE DOUAI;PETITE FORET;44;45
DRIVE DOUAI;RONCQ;56;60
DRIVE DOUAI;SOCOPAL;201;210
DRIVE DOUAI;ST OMER;90;90
DRIVE DOUAI;ST QUENTIN;62;75
DRIVE DOUAI;VALENCIENNES;42;45
DRIVE DOUAI;VILLENEUVE 2;41;45
DRIVE DOUAI;VIRY NOUREUIL;95;105
DRIVE DUNKERQUE;1267 CALAIS DELAROCHE SUPER;34;45
DRIVE DUNKERQUE;914 MARQUETTE LES PARTISANS DU GOUT;79;90
DRIVE DUNKERQUE;ARRAS;117;120
DRIVE DUNKERQUE;BETHUNE;83;90
DRIVE DUNKERQUE;BOULOGNE;70;75
DRIVE DUNKERQUE;CALAIS;41;45
DRIVE DUNKERQUE;CAMBRAI;148;150
DRIVE DUNKERQUE;CHRONO COMPIEGNE 4345;223;225
DRIVE DUNKERQUE;CHRONO COUDEKERQUE 4242;12;15
DRIVE DUNKERQUE;CHRONO CROIX 4154;85;90
DRIVE DUNKERQUE;CHRONO MARCQ 4128;81;90
DRIVE DUNKERQUE;CHRONO WASQUEHAL 4303;85;90
DRIVE DUNKERQUE;DOUAI;117;120
DRIVE DUNKERQUE;DRIVE ARRAS;117;120
DRIVE DUNKERQUE;DRIVE BETHUNE;83;90
DRIVE DUNKERQUE;DRIVE BOULOGNE;68;75
DRIVE DUNKERQUE;DRIVE CALAIS;39;45
DRIVE DUNKERQUE;DRIVE CAMBRAI;148;150
DRIVE DUNKERQUE;DRIVE DOUAI;117;120
DRIVE DUNKERQUE;DRIVE DUNKERQUE;0;0
DRIVE DUNKERQUE;DRIVE FACHES;82;90
DRIVE DUNKERQUE;DRIVE LEERS;93;105
DRIVE DUNKERQUE;DRIVE NOGENT SUR OISE;251;255
DRIVE DUNKERQUE;DRIVE NOYELLES;104;105
DRIVE DUNKERQUE;DRIVE RONCQ;90;90
DRIVE DUNKERQUE;DRIVE ST OMER;38;45
DRIVE DUNKERQUE;DRIVE VALENCIENNES;127;135
DRIVE DUNKERQUE;DUNKERQUE;4;15
DRIVE DUNKERQUE;ENGLOS;70;75
DRIVE DUNKERQUE;ENT AMIENS BINAT;145;150
DRIVE DUNKERQUE;ENT AMIENS SAINT SAUVEUR FLEG;185;195
DRIVE DUNKERQUE;ENT AMIENS SAINT SAUVEUR PF;185;195
DRIVE DUNKERQUE;ENT AMIENS SUPER POULAINVILLE PGC;187;195
DRIVE DUNKERQUE;ENT CARVIN FL;97;105
DRIVE DUNKERQUE;ENT CARVIN PF;97;105
DRIVE DUNKERQUE;ENT IENA;84;90
DRIVE DUNKERQUE;ENT SAINGHIN1;86;90
DRIVE DUNKERQUE;FACHES;83;90
DRIVE DUNKERQUE;LEERS;93;105
DRIVE DUNKERQUE;RONCQ;90;90
DRIVE DUNKERQUE;ST OMER;39;45
DRIVE DUNKERQUE;VALENCIENNES;127;135
DRIVE DURY;1186 ST QUENTIN SCHUMANN SUPER;83;90
DRIVE DURY;4977 RUE SUPER;80;90
DRIVE DURY;ARRAS;69;75
DRIVE DURY;BEAUVAIS;59;60
DRIVE DURY;BETHUNE;89;90
DRIVE DURY;CALAIS;166;180
DRIVE DURY;CHRONO COMPIEGNE 4345;83;90
DRIVE DURY;DIEPPE;112;120
DRIVE DURY;DIEPPE;113;120
DRIVE DURY;DRIVE BETHUNE;89;90
DRIVE DURY;DRIVE DURY;0;0
DRIVE DURY;DRIVE LOUVROIL;158;165
DRIVE DURY;DRIVE MONTIVILLIERS;176;180
DRIVE DURY;DRIVE NOYELLES;112;120
DRIVE DURY;DRIVE NOYON;72;75
DRIVE DURY;DRIVE PETITE FORET;128;135
DRIVE DURY;DRIVE RONCQ;134;135
DRIVE DURY;DRIVE ST QUENTIN;78;90
DRIVE DURY;DRIVE VALENCIENNES;125;135
DRIVE DURY;DURY;2;15
DRIVE DURY;ENT AMIENS BINAT;9;15
DRIVE DURY;ENT AMIENS SAINT SAUVEUR FLEG;19;30
DRIVE DURY;ENT AMIENS SAINT SAUVEUR PF;19;30
DRIVE DURY;ENT AMIENS SUPER POULAINVILLE PGC;9;15
DRIVE DURY;ENT CARVIN FL;124;135
DRIVE DURY;ENT CARVIN PF;124;135
DRIVE DURY;ENT IENA;116;120
DRIVE DURY;ENT SAINGHIN1;119;120
DRIVE DURY;FACHES;133;135
DRIVE DURY;HIRSON;150;150
DRIVE DURY;HOUILLES SUPER 1073;131;135
DRIVE DURY;LE HAVRE;185;195
DRIVE DURY;LOUVROIL;158;165
DRIVE DURY;MERS LES BAINS;81;90
DRIVE DURY;MERU;85;90
DRIVE DURY;MONTIVILLIERS;175;180
DRIVE DURY;NOGENT SUR OISE;94;105
DRIVE DURY;NOYELLES GODAULT;113;120
DRIVE DURY;NOYON;72;75
DRIVE DURY;PETITE FORET;128;135
DRIVE DURY;ROISSY;125;135
DRIVE DURY;RONCQ;134;135
DRIVE DURY;ST QUENTIN;80;90
DRIVE DURY;VALENCIENNES;125;135
DRIVE DURY;VIRY NOUREUIL;104;105
DRIVE ENGLOS;1267 CALAIS DELAROCHE SUPER;101;105
DRIVE ENGLOS;1297 HARNES SUPER;34;45
DRIVE ENGLOS;4536 LILLE WAZEMMES MY AUCHAN;10;15
DRIVE ENGLOS;4926 BILLY BERCLAU SUPER;22;30
DRIVE ENGLOS;ARRAS;52;60
DRIVE ENGLOS;AUCHAN CITY TOURCOING;21;30
DRIVE ENGLOS;BETHUNE;36;45
DRIVE ENGLOS;BOULOGNE;105;105
DRIVE ENGLOS;CALAIS;108;120
DRIVE ENGLOS;CAMBRAI;82;90
DRIVE ENGLOS;CHRONO AVELIN 4361;22;30
DRIVE ENGLOS;CHRONO BONDUES 4703;14;15
DRIVE ENGLOS;CHRONO COUDEKERQUE 4242;60;60
DRIVE ENGLOS;CHRONO CROIX 4154;17;30
DRIVE ENGLOS;CHRONO ELEU DIT LEAUWETTE 4462;32;45
DRIVE ENGLOS;CHRONO HALLENNES 4167;3;15
DRIVE ENGLOS;CHRONO LAMBERSART 4424;7;15
DRIVE ENGLOS;CHRONO MARCQ 4128;13;15
DRIVE ENGLOS;CHRONO WASQUEHAL 4303;17;30
DRIVE ENGLOS;DOUAI;52;60
DRIVE ENGLOS;DRIVE ARRAS;51;60
DRIVE ENGLOS;DRIVE BETHUNE;36;45
DRIVE ENGLOS;DRIVE BOULOGNE;108;120
DRIVE ENGLOS;DRIVE CAMBRAI;82;90
DRIVE ENGLOS;DRIVE DOUAI;52;60
DRIVE ENGLOS;DRIVE DUNKERQUE;69;75
DRIVE ENGLOS;DRIVE ENGLOS;0;0
DRIVE ENGLOS;DRIVE LEERS;25;30
DRIVE ENGLOS;DRIVE LOUVROIL;94;105
DRIVE ENGLOS;DRIVE NOYELLES;39;45
DRIVE ENGLOS;DRIVE PETITE FORET;56;60
DRIVE ENGLOS;DRIVE RONCQ;21;30
DRIVE ENGLOS;DRIVE ST OMER;58;60
DRIVE ENGLOS;DRIVE VALENCIENNES;62;75
DRIVE ENGLOS;DRIVE VILLENEUVE D'ASCQ;16;30
DRIVE ENGLOS;DUNKERQUE;70;75
DRIVE ENGLOS;ENGLOS;0;0
DRIVE ENGLOS;ENT AMIENS BINAT;113;120
DRIVE ENGLOS;ENT AMIENS SAINT SAUVEUR FLEG;134;135
DRIVE ENGLOS;ENT AMIENS SAINT SAUVEUR PF;134;135
DRIVE ENGLOS;ENT AMIENS SUPER POULAINVILLE PGC;110;120
DRIVE ENGLOS;ENT CARVIN FL;31;45
DRIVE ENGLOS;ENT CARVIN PF;31;45
DRIVE ENGLOS;ENT IENA;19;30
DRIVE ENGLOS;ENT SAINGHIN1;22;30
DRIVE ENGLOS;ENT SOCOPAL DIEPPE;199;210
DRIVE ENGLOS;FACHES;18;30
DRIVE ENGLOS;HIRSON;138;150
DRIVE ENGLOS;LEERS;25;30
DRIVE ENGLOS;NOYELLES GODAULT;39;45
DRIVE ENGLOS;PETITE FORET;56;60
DRIVE ENGLOS;RONCQ;21;30
DRIVE ENGLOS;SOCOPAL;199;210
DRIVE ENGLOS;ST OMER;58;60
DRIVE ENGLOS;VALENCIENNES;62;75
DRIVE ENGLOS;VILLENEUVE 2;17;30
DRIVE ENGLOS;VIRY NOUREUIL;144;150
DRIVE FACHES;1297 HARNES SUPER;22;30
DRIVE FACHES;ARRAS;48;60
DRIVE FACHES;AUCHAN CITY TOURCOING;21;30
DRIVE FACHES;BETHUNE;55;60
DRIVE FACHES;BOULOGNE;120;120
DRIVE FACHES;CALAIS;123;135
DRIVE FACHES;CAMBRAI;72;75
DRIVE FACHES;CHRONO AVELIN 4361;7;15
DRIVE FACHES;CHRONO BONDUES 4703;20;30
DRIVE FACHES;CHRONO CROIX 4154;16;30
DRIVE FACHES;CHRONO HALLENNES 4167;17;30
DRIVE FACHES;CHRONO LAMBERSART 4424;13;15
DRIVE FACHES;CHRONO MARCQ 4128;16;30
DRIVE FACHES;CHRONO VALENCIENNES 4370;50;60
DRIVE FACHES;CHRONO WASQUEHAL 4303;15;15
DRIVE FACHES;DIEPPE;242;255
DRIVE FACHES;DOUAI;36;45
DRIVE FACHES;DRIVE ARRAS;48;60
DRIVE FACHES;DRIVE BETHUNE;55;60
DRIVE FACHES;DRIVE BOULOGNE;123;135
DRIVE FACHES;DRIVE CAMBRAI;72;75
DRIVE FACHES;DRIVE DOUAI;36;45
DRIVE FACHES;DRIVE DUNKERQUE;83;90
DRIVE FACHES;DRIVE ENGLOS;17;30
DRIVE FACHES;DRIVE FACHES;0;0
DRIVE FACHES;DRIVE LEERS;20;30
DRIVE FACHES;DRIVE NOYON;132;135
DRIVE FACHES;DRIVE PETITE FORET;45;45
DRIVE FACHES;DRIVE RONCQ;22;30
DRIVE FACHES;DRIVE VALENCIENNES;52;60
DRIVE FACHES;DRIVE VILLENEUVE D'ASCQ;8;15
DRIVE FACHES;DUNKERQUE;84;90
DRIVE FACHES;ENGLOS;18;30
DRIVE FACHES;ENT AMIENS BINAT;111;120
DRIVE FACHES;ENT AMIENS SAINT SAUVEUR FLEG;119;120
DRIVE FACHES;ENT AMIENS SAINT SAUVEUR PF;119;120
DRIVE FACHES;ENT AMIENS SUPER POULAINVILLE PGC;114;120
DRIVE FACHES;ENT CARVIN FL;17;30
DRIVE FACHES;ENT CARVIN PF;17;30
DRIVE FACHES;ENT IENA;3;15
DRIVE FACHES;ENT SAINGHIN1;7;15
DRIVE FACHES;ENT SOCOPAL DIEPPE;218;225
DRIVE FACHES;FACHES;0;0
DRIVE FACHES;HIRSON;135;135
DRIVE FACHES;LEERS;20;30
DRIVE FACHES;LOUVROIL;85;90
DRIVE FACHES;NOYELLES GODAULT;23;30
DRIVE FACHES;PETITE FORET;45;45
DRIVE FACHES;RONCQ;22;30
DRIVE FACHES;SOCOPAL;218;225
DRIVE FACHES;ST OMER;73;75
DRIVE FACHES;VALENCIENNES;52;60
DRIVE FACHES;VILLENEUVE 2;8;15
DRIVE FACHES;VIRY NOUREUIL;128;135
DRIVE LE HAVRE;4313 CANTELEU SUPER;88;90
DRIVE LE HAVRE;BETHUNE;257;270
DRIVE LE HAVRE;CAEN CHRONO 352;96;105
DRIVE LE HAVRE;CHRONO IFS;94;105
DRIVE LE HAVRE;DIEPPE;114;120
DRIVE LE HAVRE;DIEPPE;115;120
DRIVE LE HAVRE;DRIVE BETHUNE;257;270
DRIVE LE HAVRE;DRIVE BOULOGNE;244;255
DRIVE LE HAVRE;DRIVE DIEPPE;114;120
DRIVE LE HAVRE;DRIVE DURY;182;195
DRIVE LE HAVRE;DRIVE LE HAVRE;0;0
DRIVE LE HAVRE;DRIVE LEERS;330;330
DRIVE LE HAVRE;DRIVE MONTIVILLIERS;7;15
DRIVE LE HAVRE;DRIVE RONCQ;332;345
DRIVE LE HAVRE;DRIVE ST OMER;292;300
DRIVE LE HAVRE;DRIVE VILLENEUVE D'ASCQ;318;330
DRIVE LE HAVRE;ENT AMIENS BINAT;187;195
DRIVE LE HAVRE;ENT AMIENS SAINT SAUVEUR FLEG;185;195
DRIVE LE HAVRE;ENT AMIENS SAINT SAUVEUR PF;185;195
DRIVE LE HAVRE;ENT AMIENS SUPER POULAINVILLE PGC;187;195
